degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target 
116.0,0.15696887686062247,124.0,4.0,35.88793103448276,25.550076439498362,0.17796666761482233,0.4528186274509804,388.4666666666641,0.04318772696708988,1.0,1.0,13.0,9.0,0.0,0.0,789.0,8.0,448.0,0.10089955022488756,0.05104626959986048,0.006942327151547804,0.009810543477336146,673.0,13.0,-0.22295540951340773,0.0
57.0,0.07713125845737484,124.0,6.0,39.3859649122807,32.08035655507157,0.09511874223981642,0.41917186613726604,350.0499999999975,0.010100888995661072,8.0,6.0,7.0,2.0,1.0,1.0,276.0,8.0,124.0,0.13721804511278196,0.05972623666553828,0.00347540945078459,0.005287873518705565,219.0,13.0,-0.9591031990565433,0.0
44.0,0.05953991880920163,124.0,4.0,39.29545454545455,32.40972044524363,0.07091480818678646,0.414237668161435,341.84999999999764,0.00886136072260713,6.0,4.0,8.0,1.0,1.0,1.0,147.0,7.0,56.0,0.10887949260042283,0.05668904392084595,0.0028093914924076095,0.003928238232015021,103.0,13.0,-1.0248944410269216,0.0
62.0,0.08389715832205684,124.0,12.0,34.17741935483871,29.58613678928805,0.08995342391610905,0.42252715837621496,352.98333333333073,0.011587715440611544,7.0,8.0,4.0,3.0,1.0,1.0,223.0,8.0,95.0,0.08514013749338974,0.05058382090003274,0.003761702713462817,0.004949179958496209,161.0,13.0,1.9076565165526236,0.0
54.0,0.07307171853856563,124.0,12.0,35.68518518518518,28.946837653721204,0.08152579928269184,0.4151685393258427,346.49999999999756,0.0068535783214325715,4.0,2.0,4.0,6.0,1.0,1.0,189.0,6.0,86.0,0.09433962264150944,0.05308002425299705,0.0032443244120527502,0.004489802713009512,135.0,13.0,0.045602330267665754,0.0
5.0,0.006765899864682004,116.0,4.0,47.8,39.06097797034785,0.010158600963113586,0.3293226381461676,263.433333333334,0.0023969021815401746,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,4.0,0.1,0.06864988558352403,0.0006150091124671937,0.0005644222483571524,1.0,4.0,0.49761315981088494,0.0
32.0,0.04330175913396482,124.0,12.0,34.34375,32.365693039660066,0.04662060849693181,0.3924588422729687,323.94999999999834,0.0025997124360949003,3.0,3.0,3.0,3.0,1.0,1.0,86.0,6.0,37.0,0.10887096774193548,0.05184405308831036,0.0020381851287417886,0.002570839332557748,54.0,13.0,0.4532602921673937,0.0
61.0,0.08254397834912044,124.0,3.0,33.77049180327869,27.902872196376308,0.08663802017297291,0.4242250287026406,353.73333333333085,0.016064706424679255,6.0,8.0,10.0,8.0,1.0,1.0,220.0,7.0,97.0,0.08688524590163935,0.04803791867810302,0.0038611670264241515,0.004743151253101263,159.0,13.0,0.8833031307342527,0.0
59.0,0.07983761840324764,124.0,3.0,38.96610169491525,28.188208919535008,0.09585467266710448,0.4261822376009227,354.3666666666641,0.01537095681413105,7.0,2.0,10.0,15.0,1.0,1.0,267.0,6.0,135.0,0.12156633547632963,0.05558997098236119,0.003650289616797165,0.005292289781272722,208.0,13.0,1.5001855190611384,0.0
71.0,0.09607577807848444,124.0,12.0,36.46478873239437,27.86225220966178,0.11001151036721608,0.4316588785046729,361.3999999999974,0.014300799100443356,6.0,7.0,10.0,10.0,1.0,1.0,330.0,7.0,153.0,0.10422535211267606,0.05410836067442014,0.0042290290235629515,0.0060763640344448115,259.0,13.0,-1.0583354308677553,0.0
