38.0,0.2923076923076923,79.0,12.0,35.05263157894737,17.332578646827958,0.1686969595264629,0.5855855855855856,84.0,0.00830920932871929,13.0,2.0,9.0,13.0,0.0,0.0,457.0,16.0,424.0,0.5960170697012802,0.33431667328530096,0.015927156496994638,0.020462633392454903,419.0,18.0,0.7499646250395453,0.0
44.0,0.3384615384615385,79.0,3.0,30.522727272727273,19.066258435880954,0.17351147391315827,0.5990783410138248,86.83333333333333,0.030021519913049872,9.0,2.0,7.0,7.0,1.0,1.0,487.0,16.0,448.0,0.4682875264270613,0.29297894860637425,0.019035514136808367,0.021074314014177763,443.0,18.0,-0.32630523389925387,0.0
61.0,0.46923076923076923,79.0,4.0,26.114754098360656,17.509808361999816,0.21300070065885177,0.6532663316582915,95.5,0.046491715883318095,3.0,2.0,10.0,14.0,4.0,2.0,695.0,16.0,639.0,0.346448087431694,0.2595803807141865,0.026034254141614775,0.02591594875941567,634.0,18.0,-1.3080018535087379,0.0
73.0,0.5615384615384615,79.0,2.0,22.589041095890412,17.40322408835627,0.222165885788626,0.6951871657754011,101.5,0.13302852270672524,1.0,2.0,11.0,2.0,3.0,15.0,753.0,16.0,685.0,0.258751902587519,0.2152140217002504,0.034114363827130297,0.027021310813696086,680.0,18.0,0.9246637943427064,0.0
46.0,0.35384615384615387,79.0,3.0,30.782608695652176,18.206440622791398,0.18232614216534845,0.6074766355140186,88.0,0.024188980701950146,7.0,2.0,12.0,18.0,2.0,3.0,527.0,16.0,486.0,0.4647342995169082,0.2908495341813077,0.019749605524666595,0.022123947132089504,481.0,18.0,-1.1409693471412057,0.0
56.0,0.4307692307692308,79.0,1.0,24.803571428571427,19.72798922022894,0.18262690297313516,0.6372549019607843,93.0,0.13331421586457218,5.0,2.0,13.0,10.0,5.0,4.0,533.0,16.0,482.0,0.30974025974025976,0.2297926580557444,0.030768061104987872,0.02217635732410951,477.0,18.0,-0.10030428362708699,0.0
57.0,0.43846153846153846,79.0,6.0,27.526315789473685,17.364114298574552,0.2073192599266287,0.6403940886699507,93.5,0.03397776258113597,4.0,2.0,14.0,1.0,7.0,14.0,669.0,16.0,617.0,0.38345864661654133,0.26855370770119485,0.024059376993724693,0.02519128871736448,612.0,18.0,-0.47441677330996623,0.0
68.0,0.5230769230769231,79.0,3.0,24.33823529411765,17.16409581426028,0.2235756801239189,0.6770833333333334,99.0,0.06508474728570032,2.0,2.0,15.0,16.0,8.0,5.0,755.0,16.0,692.0,0.3015803336259877,0.24338060205423465,0.029465385371875288,0.027221313702689074,687.0,18.0,-1.1766152447118456,0.0
11.0,0.08461538461538462,79.0,17.0,46.09090909090909,18.700775605959844,0.05963493257765945,0.4727272727272727,66.16666666666671,8.202251985712859e-05,1.0,2.0,0.0,0.0,0.0,0.0,61.0,10.0,55.0,0.9090909090909091,0.42396718429534136,0.005372404408958374,0.007177125030426251,50.0,11.0,-1.0326631523499976,1.0
45.0,0.34615384615384615,79.0,1.0,25.91111111111111,21.224537395531637,0.1417781062543677,0.5963302752293578,86.99999999999999,0.14297852192890986,8.0,2.0,5.0,9.0,6.0,9.0,369.0,15.0,329.0,0.32727272727272727,0.20380858167429208,0.024000391198406162,0.017079711157250488,324.0,18.0,0.3398910445567447,0.0
