degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential,coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target 
126.0,0.15769712140175218,135.0,12.0,36.007936507936506,27.02746869383015,0.19030344738287544,0.4409492273730684,415.2666666666638,0.03948916353578667,2.0,6.0,14.0,12.0,0.0,0.0,919.0,8.0,576.0,0.1006984126984127,0.05051676599452375,0.007185409218372945,0.010455504293406677,793.0,13.0,-0.12398102285612887,0.0
88.0,0.11013767209011265,135.0,5.0,35.19318181818182,29.191319520202892,0.12826324269804187,0.4225277630883131,391.14999999999696,0.02453811996085909,5.0,3.0,13.0,9.0,1.0,1.0,439.0,8.0,219.0,0.09169278996865204,0.05044177288528389,0.0051933921607236685,0.0070564945999613314,351.0,13.0,-0.02415737369496726,0.0
33.0,0.04130162703379224,135.0,13.0,43.96969696969697,37.277407934731926,0.05786046516809248,0.38431938431938434,346.6666666666641,0.0031762412052983835,8.0,3.0,4.0,3.0,1.0,1.0,120.0,7.0,49.0,0.16477272727272727,0.062226817690463884,0.0020037815592760374,0.003201159244121048,87.0,13.0,-1.0531986787367473,0.0
54.0,0.06758448060075094,126.0,12.0,37.111111111111114,25.916294507271953,0.08264395889282064,0.4091141833077317,369.98333333333017,0.007700168155975373,9.0,4.0,9.0,10.0,1.0,1.0,212.0,5.0,99.0,0.11041229909154437,0.05457411311948578,0.003179961977468822,0.004536005491448474,158.0,13.0,0.3525706879994241,0.0
60.0,0.07509386733416772,135.0,12.0,45.2,32.89012009707474,0.10822771856005832,0.4105858170606372,373.34999999999695,0.007395716839074919,5.0,3.0,7.0,10.0,1.0,1.0,319.0,8.0,141.0,0.14632768361581922,0.06359035914503566,0.0034274467439393145,0.005991080506250877,259.0,13.0,-0.38456146773819333,0.0
48.0,0.06007509386733417,135.0,12.0,41.041666666666664,34.29040094869441,0.0783683112154437,0.3983050847457627,361.7833333333304,0.005195824395629353,5.0,3.0,7.0,1.0,1.0,1.0,169.0,6.0,81.0,0.10726950354609929,0.05713246424087394,0.002818830995544593,0.0043144982656619976,121.0,13.0,-0.37435445121694244,0.0
56.0,0.07008760951188986,135.0,3.0,40.05357142857143,33.36134399209936,0.09136850769904568,0.40476190476190477,367.9666666666635,0.014345805325731088,5.0,3.0,9.0,0.0,1.0,1.0,245.0,7.0,110.0,0.12272727272727273,0.05847302772701994,0.00346776423332757,0.005054380056587931,189.0,13.0,0.5894544775185108,0.0
54.0,0.06758448060075094,135.0,12.0,41.24074074074074,33.799482346016944,0.0883015090997888,0.40496705524581855,367.83333333333024,0.007828395907305821,5.0,4.0,7.0,10.0,1.0,1.0,223.0,7.0,95.0,0.11809923130677848,0.05665568581261387,0.0031591773429990055,0.004871675799370281,169.0,13.0,1.1758821116606857,0.0
28.0,0.03504380475594493,135.0,5.0,39.67857142857143,38.78425082742863,0.04534599711093633,0.376,338.5928571428551,0.0017815151434661962,3.0,3.0,4.0,4.0,1.0,1.0,72.0,6.0,28.0,0.1164021164021164,0.05791631890263817,0.0017600721876181527,0.0025075256649550516,44.0,13.0,-1.2061239307489982,0.0
51.0,0.06382978723404255,135.0,5.0,39.78431372549019,32.1072429220953,0.08327612773658143,0.40070210631895686,364.06666666666365,0.010947175475765866,9.0,4.0,6.0,11.0,1.0,1.0,213.0,6.0,102.0,0.12705882352941175,0.05885259460562639,0.003089652430478198,0.004608624186461527,162.0,13.0,0.5664273038755034,0.0
21.0,0.0262828535669587,135.0,4.0,38.095238095238095,35.285103779822364,0.031874509988511074,0.36500685244403835,326.0261904761889,0.003906253404440031,1.0,0.0,3.0,2.0,1.0,1.0,43.0,4.0,21.0,0.10476190476190476,0.05278850714914956,0.0014848412855564728,0.001755484966753745,22.0,13.0,1.1571763213867758,0.0
86.0,0.10763454317897372,135.0,12.0,32.093023255813954,29.20083939020388,0.11613550109506231,0.41964285714285715,388.38333333333014,0.019102714101007966,5.0,2.0,7.0,5.0,1.0,1.0,373.0,8.0,171.0,0.07852257181942544,0.04706132288962988,0.005024914274706117,0.006347601983841982,287.0,13.0,1.412799191257808,0.0
